postcode,lat,lon
NE62TX,54.96656,-1.56158
NE630AX,55.18061,-1.56640
NE630LF,55.17167,-1.56146
NE638DH,55.17779,-1.57941
NE638HZ,55.18181,-1.58543
NE639FZ,55.17618,-1.54594
NE639LP,55.17938,-1.55140
NE639LR,55.17766,-1.55131
NE63QP,54.97403,-1.54300
NE63XW,54.96665,-1.54343
NE646RT,55.18446,-1.52486
NE64AW,54.98084,-1.54557
NE64ED,54.97709,-1.54875
NE64HQ,54.98075,-1.55115
NE64NU,54.98991,-1.55934
NE64SD,54.98406,-1.55920
NE650ND,55.32969,-1.58793
NE650NG,55.32876,-1.59137
NE650SA,55.33274,-1.57147
NE650TJ,55.34140,-1.61267
NE657DG,55.33637,-2.10583
NE657JD,55.31501,-1.95179
NE657PG,55.31158,-1.90992
NE657RJ,55.30479,-1.90242
NE658UT,55.24491,-1.76867
NE659JP,55.32926,-1.74277
NE659PY,55.30056,-1.71026
NE659UT,55.30518,-1.61472
NE65HN,54.98205,-1.58134
NE65PA,54.97901,-1.59148
NE65TU,54.99088,-1.57726
NE65XX,54.98396,-1.57789
NE661DJ,55.41366,-1.71378
NE661DQ,55.41498,-1.71289
NE661UL,55.41002,-1.70532
NE662DH,55.39828,-1.69760
NE662NU,55.40997,-1.69460
NE662XQ,55.36960,-1.67905
NE663AJ,55.43100,-1.61483
NE663PX,55.39333,-1.62602
NE663XR,55.49750,-1.63567
NE664JF,55.44090,-1.92774
NE664UP,55.40101,-1.89674
NE675ET,55.52136,-1.72187
NE687YF,55.57718,-1.65965
NE707QD,55.59712,-1.83429
NE716QG,55.54267,-2.00702
NE77DP,54.99417,-1.58787
NE77EL,54.99826,-1.58642
NE77PE,55.00705,-1.59385
NE77SS,55.00300,-1.57901
NE81LR,54.95661,-1.60309
NE81XS,54.95176,-1.61216
NE82EP,54.95152,-1.62281
NE82HQ,54.95351,-1.62245
NE82QU,54.95149,-1.63649
NE82XD,54.95298,-1.61649
NE84BB,54.95327,-1.59702
NE84DE,54.95060,-1.60096
NE84LH,54.95252,-1.60511
NE84QL,54.94935,-1.61064
NE84UN,54.94851,-1.61051
NE95HX,54.93752,-1.59608
NE95NB,54.94624,-1.58402
NE95PQ,54.94514,-1.58845
NE95SY,54.93614,-1.58867
NE95TU,54.94154,-1.59565
NE95UR,54.94448,-1.59312
NE96JH,54.92843,-1.60224
NE96LE,54.92886,-1.60606
NE96QD,54.92825,-1.59377
NE96RZ,54.93094,-1.57683
NE96SS,54.93337,-1.57329
NE97AA,54.92735,-1.56719
NE97HX,54.92201,-1.58575
NE97LH,54.92713,-1.57225
NE97RX,54.91828,-1.55223
NE97TB,54.92172,-1.59040
NG101BW,52.89321,-1.27420
NG101DR,52.88999,-1.27311
NG102DU,52.89872,-1.25911
NG103DQ,52.88440,-1.29888
NG103HU,52.88914,-1.29652
NG103NP,52.89234,-1.28669
NG104BJ,52.90104,-1.28805
NG104DA,52.90457,-1.29377
NG104JG,52.91224,-1.28654
NG104WT,52.90344,-1.29102
NG105AF,52.92189,-1.30435
NG105DE,52.92891,-1.29169
NG105JD,52.92417,-1.29211
NG110JS,52.86671,-1.20800
NG116DS,52.89395,-1.15287
NG116GB,52.89799,-1.14350
NG116QW,52.86112,-1.13561
NG117AB,52.93423,-1.15480
NG117AL,52.93079,-1.15901
NG118EA,52.90644,-1.18284
NG118EY,52.91086,-1.17356
NG118HX,52.90418,-1.16826
NG118JW,52.90938,-1.16671
NG119BH,52.89763,-1.17841
NG119BT,52.89943,-1.17693
NG119FP,52.89629,-1.18381
NG119JQ,52.90106,-1.18700
NG11DA,52.95604,-1.14036
NG11HN,52.95075,-1.14491
NG122FQ,52.94502,-1.03461
NG122FS,52.94505,-1.03594
NG122FU,52.94702,-1.03444
NG123BX,52.91322,-0.98135
NG123EL,52.86831,-0.99999
NG123HS,52.91207,-1.04220
NG123JG,52.91007,-1.03915
NG123PA,52.90611,-1.03945
NG124AS,52.91302,-1.10999
NG124ET,52.90168,-1.09598
NG125BB,52.87133,-1.07336
NG125FB,52.87305,-1.09017
NG125FF,52.87378,-1.08484
NG125HP,52.87882,-1.08952
NG130AX,52.93719,-0.80747
NG130BS,52.93914,-0.80556
NG130GL,52.91018,-0.81326
NG138AP,52.95265,-0.95204
NG138BL,52.94935,-0.95426
NG138EH,52.95260,-0.93621
NG138FE,52.95267,-0.95715
NG138PG,52.98228,-0.97079
NG139AW,52.95289,-0.90007
NG139HH,52.90523,-0.92589
NG139NS,52.96256,-0.85524
NG145EB,52.98857,-1.03787
NG146DX,53.02233,-1.06048
NG146FG,53.03655,-1.08310
NG146JZ,53.04173,-1.08705
NG147BE,53.01265,-1.00489
NG147EW,52.99041,-0.98565
NG147GD,53.04063,-0.94180
NG150BB,53.06931,-1.22855
NG156AJ,53.02721,-1.19878
NG156EZ,53.03106,-1.21432
NG156HB,53.02982,-1.22399
NG156HX,53.02685,-1.22974
NG156LW,53.03921,-1.21812
NG157DB,53.04465,-1.21392
NG157DU,53.04158,-1.20670
NG158BZ,53.04443,-1.19767
NG158GA,53.06269,-1.20197
NG158HY,53.04148,-1.19195
NG159BN,53.08367,-1.16496
NG159FS,53.08907,-1.16379
NG161AP,52.98555,-1.21846
NG161EP,52.99521,-1.24101
NG161RF,52.98650,-1.22734
NG162FJ,53.01637,-1.28488
NG162GZ,53.00166,-1.27358
NG162JL,53.00189,-1.26281
NG162NJ,52.99867,-1.25561
NG162PG,52.99265,-1.25488
NG162QS,52.99155,-1.28163
NG163EA,53.01991,-1.31233
NG163FP,53.01915,-1.29391
NG163GT,53.01277,-1.29445
NG163HB,53.01367,-1.29627
NG163HW,53.01365,-1.30963
NG164DT,53.01891,-1.33561
NG164FZ,53.02300,-1.34439
NG164GL,53.02452,-1.33876
NG164HL,53.02545,-1.34175
NG165AZ,53.04146,-1.31279
NG165GN,53.05102,-1.30326
NG165HB,53.05935,-1.29233
NG165JA,53.05886,-1.32390
NG165JU,53.05879,-1.33613
NG165NB,53.06335,-1.34882
NG166AW,53.07560,-1.29662
NG166BW,53.07197,-1.30795
NG166DH,53.07118,-1.31042
NG166NA,53.09147,-1.31910
NG166NB,53.09305,-1.31953
NG166PA,53.08667,-1.32245
NG171EE,53.12426,-1.26036
NG171HU,53.11954,-1.28365
NG172DU,53.13562,-1.26634
NG172HR,53.12714,-1.28112
NG172HT,53.12972,-1.27088
NG172JR,53.12488,-1.30288
NG172LH,53.13188,-1.30304
NG173DW,53.14270,-1.25713
NG173FH,53.14699,-1.26936
NG173FQ,53.14438,-1.27470
NG174BB,53.12817,-1.25819
NG174FL,53.13169,-1.25245
NG174JA,53.13389,-1.24498
NG174ND,53.12811,-1.24335
NG175BB,53.11460,-1.26184
NG175FJ,53.12387,-1.25631
NG177BT,53.09935,-1.24141
NG177DH,53.09799,-1.24609
NG177FH,53.09353,-1.24234
NG177HZ,53.09956,-1.23591
NG177NZ,53.10041,-1.23562
NG178EE,53.10082,-1.25691
NG178FX,53.10598,-1.26165
NG178HP,53.11066,-1.26956
NG178JY,53.10067,-1.26691
NG179BW,53.07888,-1.24390
NG179EU,53.08285,-1.26127
NG182AT,53.15140,-1.19020
NG182DP,53.14868,-1.17784
NG182DY,53.14737,-1.17096
NG182LB,53.14327,-1.18844
NG182RG,53.13864,-1.19177
NG183DG,53.14218,-1.17676
NG183NJ,53.13867,-1.16032
NG183NY,53.13747,-1.16360
NG183PJ,53.14084,-1.14981
NG184JW,53.13062,-1.17169
NG184LN,53.12741,-1.15724
NG184SH,53.12827,-1.19380
NG185BA,53.10492,-1.18338
NG185SF,53.13912,-1.21003
NG190AB,53.14963,-1.16722
NG190ED,53.15349,-1.16051
NG190JX,53.16130,-1.13185
NG190LL,53.16315,-1.13401
NG190LN,53.16332,-1.13354
NG190NT,53.15510,-1.15871
NG190PY,53.15324,-1.17236
NG196AA,53.14939,-1.20416
NG196BW,53.15205,-1.21316
NG196DX,53.15380,-1.21507
NG196EL,53.14817,-1.22256
NG196EW,53.14872,-1.22182
NG196JA,53.14508,-1.22288
NG196TF,53.14997,-1.21542
NG197AP,53.15393,-1.20530
NG197LF,53.16041,-1.22664
NG197PG,53.17734,-1.25329
NG197RT,53.17025,-1.23836
NG198DF,53.16512,-1.19866
NG198LD,53.16724,-1.18735
NG198PG,53.17276,-1.19969
NG198PS,53.16893,-1.18968
NG198QA,53.17178,-1.18709
NG199JU,53.16159,-1.19059
NG199PB,53.16689,-1.17414
NG200AS,53.20752,-1.15074
NG200JT,53.20221,-1.14965
NG200QF,53.20516,-1.14987
NG200QN,53.20954,-1.14788
NG200TE,53.21571,-1.16060
NG208BQ,53.19851,-1.21759
NG208JX,53.20783,-1.22012
NG208QF,53.21175,-1.22692
NG209AD,53.21228,-1.21421
NG209HB,53.23453,-1.20314
NG209NB,53.23284,-1.16170
NG209PA,53.21980,-1.13177
NG209RD,53.21741,-1.21882
NG209RP,53.20879,-1.21061
NG210AG,53.11449,-1.11957
NG210DJ,53.12496,-1.13523
NG210DQ,53.12623,-1.13327
NG210DU,53.11655,-1.12274
NG210JZ,53.11900,-1.10631
NG210RE,53.10056,-1.11636
NG219DF,53.16280,-1.12072
NG219LP,53.19757,-1.06992
NG219NS,53.19224,-1.07481
NG21DP,52.93807,-1.15782
NG21FX,52.93930,-1.15747
NG21NT,52.94489,-1.15067
NG220AB,53.17219,-0.94817
NG220JH,53.23269,-0.88321
NG220NA,53.22893,-0.89548
NG220RG,53.25246,-0.89312
NG220UL,53.26100,-0.79655
NG228AE,53.08556,-0.99083
NG228JZ,53.10504,-1.03301
NG228NG,53.10966,-0.99067
NG228PS,53.13889,-1.03207
NG229JE,53.20566,-0.99652
NG229PB,53.23047,-0.97966
NG229RJ,53.20575,-1.01486
NG229TD,53.20764,-1.00036
NG229TH,53.20804,-1.00158
NG22JE,52.94143,-1.14285
NG235BQ,53.03255,-0.73280
NG235EH,52.98970,-0.75597
NG235LF,53.00754,-0.89748
NG235NP,53.02289,-0.86980
NG236AD,53.13245,-0.88954
NG236HD,53.11921,-0.81029
NG236JP,53.14659,-0.84652
NG236PD,53.18501,-0.80326
NG236RW,53.21362,-0.81832
NG237AP,53.23279,-0.77304
NG237EQ,53.22967,-0.68331
NG237PT,53.14630,-0.75417
NG241EW,53.07877,-0.80714
NG241LT,53.08125,-0.80273
NG241RU,53.07054,-0.79569
NG242BQ,53.09336,-0.79692
NG242NN,53.10341,-0.78264
NG242QA,53.08076,-0.75796
NG243AL,53.06390,-0.78811
NG243BN,53.05791,-0.78564
NG243NH,53.04253,-0.77274
NG243PQ,53.05814,-0.77470
NG244AB,53.06821,-0.80450
NG244AU,53.07041,-0.81732
NG244EP,53.06119,-0.81037
NG244HU,53.06724,-0.81003
NG244TE,53.06243,-0.84861
NG24FZ,52.95201,-1.12263
NG24HT,52.95532,-1.12248
NG24QB,52.95270,-1.13097
NG24QF,52.95161,-1.13287
NG250AA,53.07858,-0.95626
NG250LD,53.07466,-0.96102
NG250LG,53.07415,-0.95751
NG25BD,52.93836,-1.12273
NG25ND,52.92598,-1.11953
NG25NH,52.92589,-1.11873
NG26BP,52.93095,-1.13075
NG26DB,52.92585,-1.12440
NG26TH,52.92402,-1.10636
NG27BW,52.91709,-1.12405
NG27DD,52.91825,-1.13089
NG27FA,52.91788,-1.13701
NG27GH,52.92098,-1.14396
NG27GX,52.91754,-1.14243
NG27QY,52.92780,-1.15457
NG27YF,52.93046,-1.15154
NG316RP,52.91594,-0.64169
NG316SR,52.91416,-0.64040
NG317AU,52.90510,-0.64621
NG317DG,52.90913,-0.65591
NG317JR,52.89778,-0.65780
NG317PX,52.90756,-0.66205
NG317UX,52.89627,-0.63516
NG317XQ,52.90725,-0.66500
NG318DP,52.92652,-0.64434
NG318ED,52.92381,-0.64075
NG318HQ,52.92560,-0.65719
NG318LB,52.93339,-0.66592
NG319AU,52.91337,-0.63370
NG319AX,52.91513,-0.63010
NG319AZ,52.91667,-0.63269
NG319BB,52.91782,-0.63597
NG319ED,52.90723,-0.63123
NG319LD,52.91634,-0.62635
NG319LJ,52.91904,-0.62421
NG319LR,52.91935,-0.61090
NG319PP,52.92494,-0.62573
NG321BX,52.91799,-0.69410
NG321HT,52.88196,-0.68553
NG321LG,52.88383,-0.71371
NG321QR,52.85281,-0.76198
NG322DY,52.95382,-0.72077
NG322HQ,52.98285,-0.67234
NG322NB,52.96307,-0.61434
NG323DR,53.02325,-0.60291
NG323QQ,52.98430,-0.53069
NG32FE,52.95920,-1.13072
NG32LE,52.96156,-1.12887
NG32LG,52.96258,-1.12845
NG334BT,52.89726,-0.52803
NG334HA,52.85975,-0.48946
NG334NT,52.81014,-0.51542
NG334NW,52.81272,-0.52092
NG334PX,52.75761,-0.49869
NG335DT,52.86411,-0.62369
NG335NJ,52.80639,-0.61936
NG335PH,52.76436,-0.62885
NG335RZ,52.79269,-0.69018
NG33PQ,52.96516,-1.13426
NG340DG,52.93142,-0.41100
NG340NA,52.87315,-0.34849
NG340NX,52.89556,-0.34032
NG340PL,52.90170,-0.33511
NG340RD,52.95106,-0.31047
NG347AT,53.00168,-0.41946
NG347DD,53.00252,-0.41061
NG347DF,53.00132,-0.40988
NG347EA,53.00187,-0.40449
NG347FE,52.99464,-0.42622
NG347PP,52.99925,-0.41431
NG347RS,52.99660,-0.41113
NG348HH,53.03743,-0.49367
NG348JS,53.02459,-0.42829
NG348QW,53.00329,-0.47793
NG349BY,53.04342,-0.38636
NG349DL,53.04422,-0.38176
NG349NU,52.99948,-0.36411
NG349RX,52.98500,-0.29793
NG34AY,52.96150,-1.14470
NG34JS,52.96802,-1.14472
NG34QP,52.96288,-1.14102
NG35HS,52.97914,-1.13278
NG35LD,52.98768,-1.11417
NG35LR,52.97720,-1.13020
NG36DS,52.98351,-1.10872
NG36ET,52.98187,-1.10697
NG36JG,52.96507,-1.12023
NG37EB,52.95667,-1.11495
NG41BX,52.96202,-1.10093
NG41EQ,52.96494,-1.09514
NG41JL,52.96625,-1.11177
NG41LF,52.97292,-1.11762
NG41QS,52.96838,-1.09611
NG41QT,52.96823,-1.09604
NG42ED,52.95624,-1.09178
NG42LR,52.96655,-1.07401
NG43JZ,52.97517,-1.08337
NG43LE,52.97496,-1.08303
NG43SH,52.97482,-1.10421
NG44AA,52.97555,-1.06984
NG44BN,52.97826,-1.07613
NG44EL,52.97584,-1.08560
NG44GT,52.97700,-1.09566
NG44JD,52.98395,-1.09933
NG44QF,53.00248,-1.06761
NG51AJ,52.97041,-1.15450
NG51BH,52.97359,-1.15885
NG51EB,52.97949,-1.16037
NG51JU,52.98188,-1.17455
NG52JU,52.98021,-1.14874
NG53AE,52.98459,-1.15020
NG54JF,52.99341,-1.12881
NG54JG,52.99299,-1.12840
NG54LT,52.99206,-1.12133
NG55BL,53.00847,-1.18286
NG55EL,53.00943,-1.17203
NG55GH,52.99641,-1.17141
NG55NA,52.99989,-1.16300
NG55NE,53.00276,-1.15975
NG55RS,53.00554,-1.14690
NG55TA,53.00321,-1.15212
NG56FX,52.99752,-1.14890
NG56NW,53.00040,-1.12393
NG56NZ,52.99749,-1.11769
NG56TA,52.99621,-1.11774
NG57AX,53.00575,-1.13317
NG57EX,53.00304,-1.12263
NG57JZ,53.00063,-1.11290
NG57LS,53.00110,-1.10796
NG58BU,53.00938,-1.11403
NG58BY,53.00695,-1.11250
NG58FQ,53.01166,-1.12333
NG58GX,53.00992,-1.13058
NG58HN,53.01256,-1.12627
NG58NE,53.00653,-1.14378
NG58PQ,53.05174,-1.13408
NG59AZ,53.00908,-1.17544
NG59BG,53.00585,-1.17290
NG59PJ,53.01409,-1.16253
NG60DT,52.98892,-1.18010
NG60GF,52.98219,-1.18437
NG60HT,52.98000,-1.18708
NG67AT,52.99419,-1.21579
NG67DS,53.00167,-1.20953
NG68AQ,53.00717,-1.19304
NG68AX,52.99610,-1.20415
NG68BL,53.01239,-1.19182
NG68GQ,53.00600,-1.19674
NG68LE,53.00408,-1.20613
NG68XE,53.02587,-1.17387
NG69FN,52.99668,-1.18493
NG69HJ,53.00104,-1.18807
NG71SJ,52.94892,-1.17361
NG72LE,52.93926,-1.18107
NG72PL,52.94144,-1.18060
NG73AB,52.95735,-1.17811
NG73FL,52.95729,-1.17941
NG73HJ,52.95976,-1.17349
NG74AA,52.96238,-1.16953
NG74ES,52.96100,-1.16525
NG75LE,52.96566,-1.17752
NG76FJ,52.96962,-1.17086
NG76FL,52.97058,-1.17175
NG76GQ,52.97040,-1.16672
NG76ND,52.96692,-1.16404
NG77AR,52.97358,-1.16237
NG77GB,52.97529,-1.17101
NG81EA,52.95296,-1.19544
NG81FG,52.95347,-1.19503
NG81QD,52.95685,-1.18741
NG82FB,52.95247,-1.24072
NG82FT,52.95410,-1.22807
NG82FZ,52.95165,-1.22790
NG83AF,52.97002,-1.21751
NG83AL,52.97275,-1.21919
NG83BB,52.96887,-1.21348
NG83BT,52.96950,-1.22397
NG83EP,52.97084,-1.20965
NG83EZ,52.96670,-1.20549
NG83GP,52.96650,-1.21212
NG83HW,52.96285,-1.21113
NG83LD,52.96398,-1.20032
NG83PL,52.95950,-1.18696
NG84AU,52.97083,-1.23221
NG84HB,52.96139,-1.23946
NG84HY,52.96455,-1.23512
NG84PD,52.96551,-1.21622
NG85FF,52.97619,-1.18395
NG85GY,52.96848,-1.19103
NG85PN,52.97711,-1.20448
NG86DD,52.98454,-1.20673
NG86JZ,52.97763,-1.22841
NG91AE,52.92674,-1.21756
NG91LJ,52.91725,-1.20543
NG91LP,52.91521,-1.20354
NG92AT,52.92555,-1.21117
NG92RG,52.93497,-1.21594
NG93DU,52.92677,-1.24057
NG93GA,52.94182,-1.24756
NG93GE,52.94454,-1.24687
NG93GF,52.93814,-1.24908
NG93HE,52.93592,-1.24464
NG93QD,52.95205,-1.27846
NG94BB,52.92179,-1.22946
NG94HQ,52.92438,-1.24833
NG95AL,52.91201,-1.23163
NG95FN,52.91987,-1.24441
NG95NA,52.91936,-1.24964
NG96FW,52.90862,-1.25276
NG96GJ,52.91050,-1.26428
NG96HE,52.90698,-1.26480
NG97EW,52.92078,-1.26883
NG97FS,52.92517,-1.27758
NG97HB,52.92664,-1.27095
NG98AQ,52.93213,-1.26700
NG98BD,52.93524,-1.26174
NG98HR,52.93569,-1.27248
NG98PD,52.93628,-1.27021
NN100DA,52.29413,-0.59292
NN100HH,52.28939,-0.59005
NN100YX,52.28056,-0.58478
NN106AG,52.29807,-0.60125
NN108BQ,52.30637,-0.59712
NN108ED,52.30821,-0.59384
NN108HN,52.30980,-0.58119
NN108LF,52.30360,-0.58756
NN108NQ,52.31287,-0.59712
NN109HX,52.28346,-0.60774
NN109JU,52.27990,-0.59917
NN109LL,52.27000,-0.60205
NN109YS,52.28994,-0.59867
NN110QE,52.26305,-1.16412
NN110QF,52.26403,-1.16442
NN110YP,52.27406,-1.16069
NN112JZ,52.29036,-1.14947
NN112PD,52.27857,-1.15128
NN113AJ,52.22670,-1.18336
NN113HG,52.23203,-1.15309
NN113RQ,52.17027,-1.20538
NN114AG,52.25639,-1.16484
NN114GD,52.25799,-1.15678
NN114HW,52.25403,-1.17823
NN114LJ,52.25702,-1.15037
NN116DL,52.17558,-1.29680
NN116JF,52.24772,-1.21034
NN116UF,52.15389,-1.27523
NN116US,52.17339,-1.24985
NN117HF,52.29323,-1.20616
NN11AA,52.24527,-0.89825
NN126AU,52.12868,-0.98585
NN126DJ,52.13169,-0.99489
NN126JA,52.12706,-0.99505
NN127NA,52.10335,-0.94873
NN127PG,52.08163,-0.89399
NN127SD,52.14215,-0.91688
NN127UL,52.09509,-0.88858
NN128AA,52.15909,-0.96661
NN128AB,52.15731,-0.97984
NN128DD,52.14313,-1.01884
NN128NE,52.18026,-1.01570
NN128PP,52.11624,-1.12645
NN128RD,52.14700,-1.08739
NN128TL,52.07496,-1.02229
NN128UB,52.09465,-1.02170
NN128XH,52.08831,-0.99186
NN12JW,52.24093,-0.90341
NN12NE,52.24060,-0.89843
NN12TR,52.24352,-0.89914
NN135HL,52.06814,-1.08272
NN135LT,51.99777,-1.20962
NN135PA,52.05288,-1.21766
NN135QT,52.08778,-1.14553
NN136AF,52.03120,-1.15397
NN136EE,52.03213,-1.14741
NN136FB,52.02969,-1.15014
NN136GA,52.04372,-1.14746
NN136LF,52.03804,-1.15126
NN13EX,52.24551,-0.89128
NN141BG,52.43917,-0.68221
NN141BY,52.47257,-0.65731
NN141EN,52.36355,-0.74094
NN141GZ,52.37549,-0.81224
NN141HD,52.35712,-0.70052
NN141LA,52.39812,-0.80344
NN141NB,52.37539,-0.77755
NN141RL,52.43830,-0.76186
NN142LU,52.44251,-0.81864
NN142NJ,52.44196,-0.83204
NN143DR,52.40658,-0.49873
NN143EL,52.42388,-0.51995
NN143HD,52.45812,-0.60967
NN144AE,52.38349,-0.64030
NN144BS,52.36653,-0.59279
NN144DH,52.36526,-0.55391
NN144HF,52.38309,-0.58252
NN144JU,52.39529,-0.53535
NN146BB,52.42379,-0.81017
NN146ER,52.42437,-0.80124
NN146HZ,52.42330,-0.80214
NN14LR,52.24408,-0.87654
NN155BZ,52.39327,-0.69918
NN155DP,52.39394,-0.69807
NN155FJ,52.35767,-0.68227
NN155QY,52.36255,-0.68582
NN155RL,52.36200,-0.67885
NN156BJ,52.38564,-0.72738
NN156HE,52.38714,-0.71635
NN156HY,52.38422,-0.72409
NN156PT,52.38845,-0.70833
NN156QY,52.38088,-0.69267
NN156SW,52.38135,-0.69302
NN157AA,52.39733,-0.71029
NN157EA,52.39639,-0.71079
NN157HT,52.39152,-0.72458
NN157JZ,52.39544,-0.73770
NN157LB,52.39720,-0.74338
NN157RP,52.38930,-0.74463
NN15HE,52.23885,-0.87967
NN15JS,52.24065,-0.87266
NN15RT,52.23921,-0.86755
NN160JH,52.40171,-0.71538
NN160PL,52.40568,-0.70599
NN169DF,52.40746,-0.72971
NN169NS,52.41182,-0.71113
NN169NZ,52.41820,-0.72009
NN169PH,52.40708,-0.71117
NN169RU,52.40768,-0.72260
NN169SE,52.40750,-0.72147
NN171AJ,52.49660,-0.68794
NN171BJ,52.49903,-0.68730
NN171EE,52.49541,-0.69729
NN171TD,52.48914,-0.69065
NN171UU,52.49083,-0.68177
NN172BP,52.49990,-0.70264
NN172BT,52.49827,-0.70787
NN172JH,52.50189,-0.72129
NN172NU,52.49720,-0.71756
NN173DB,52.53797,-0.67313
NN173HP,52.49710,-0.63998
NN175EB,52.50857,-0.64210
NN180AZ,52.49001,-0.72337
NN180LJ,52.48724,-0.72715
NN180QF,52.48320,-0.71321
NN180TH,52.48326,-0.73137
NN188DL,52.48367,-0.69583
NN188LA,52.46744,-0.71236
NN188QA,52.47431,-0.70177
NN188RH,52.46600,-0.70263
NN188TD,52.47602,-0.66768
NN189BE,52.47824,-0.72199
NN189DT,52.47189,-0.73321
NN189NS,52.47808,-0.73339
NN189NT,52.47864,-0.71031
NN26JN,52.25464,-0.89050
NN26JW,52.25430,-0.89153
NN26LR,52.25748,-0.90018
NN26QL,52.26299,-0.90653
NN27AJ,52.27633,-0.88374
NN27BH,52.26066,-0.89761
NN27EE,52.25723,-0.87567
NN27HR,52.27136,-0.88752
NN27QL,52.25919,-0.89452
NN27RR,52.26585,-0.89098
NN28DF,52.27500,-0.91241
NN28ES,52.28072,-0.90852
NN28QS,52.27641,-0.89050
NN28RG,52.28513,-0.89353
NN297AZ,52.28241,-0.64647
NN297HU,52.25148,-0.62386
NN297LP,52.22389,-0.67036
NN297PH,52.25682,-0.66264
NN297SF,52.25631,-0.67154
NN297TR,52.27502,-0.70898
NN32AX,52.26293,-0.85202
NN32JF,52.25250,-0.86770
NN32NS,52.25884,-0.85214
NN32RJ,52.26014,-0.86214
NN33AF,52.24544,-0.85115
NN33EZ,52.25822,-0.84747
NN33HH,52.25231,-0.85105
NN33NQ,52.24089,-0.85852
NN33QF,52.26265,-0.84628
NN35DD,52.26876,-0.80874
NN35DY,52.25435,-0.80285
NN35EN,52.25582,-0.80380
NN36DG,52.26577,-0.87448
NN36DW,52.26806,-0.86888
NN36HT,52.27012,-0.86175
NN36JG,52.27028,-0.85332
NN37AR,52.27907,-0.85591
NN37SD,52.28885,-0.85607
NN37SW,52.29010,-0.85379
NN37TR,52.28254,-0.84267
NN38AQ,52.27202,-0.84114
NN38EP,52.26775,-0.81817
NN38EZ,52.26114,-0.83555
NN38HZ,52.26383,-0.83670
NN38JJ,52.26812,-0.83006
NN38NH,52.25805,-0.83078
NN38NN,52.26500,-0.83176
NN38XS,52.27092,-0.82548
NN39EH,52.24926,-0.83132
NN40NQ,52.19577,-0.90045
NN40PH,52.21241,-0.90990
NN40QW,52.20575,-0.90531
NN45FZ,52.18997,-0.88292
NN46BU,52.20336,-0.87852
NN46DJ,52.21099,-0.88512
NN46HJ,52.20327,-0.88408
NN46TP,52.19846,-0.87418
NN48AZ,52.21486,-0.89964
NN48BU,52.21554,-0.90368
NN48EN,52.22772,-0.90382
NN48JA,52.22490,-0.90862
NN48NN,52.22274,-0.90470
NN48PH,52.21958,-0.90976
NN48SW,52.22680,-0.91879
NN49RR,52.22144,-0.92174
NN54EZ,52.23306,-0.94456
NN54UL,52.24142,-0.95505
NN55PE,52.24415,-0.92792
NN56BW,52.24901,-0.93151
NN56DT,52.25054,-0.94131
NN56ES,52.23922,-0.94123
NN56PP,52.25468,-0.95179
NN56XA,52.24694,-0.95545
NN57AG,52.24190,-0.91626
NN57DE,52.24915,-0.91400
NN57HX,52.25284,-0.92498
NN57LN,52.25684,-0.92229
NN60AG,52.28937,-0.82135
NN60AW,52.29527,-0.80496
NN60DW,52.29348,-0.77209
NN60ND,52.26435,-0.75062
NN60QF,52.26417,-0.79003
NN66BZ,52.39551,-0.98949
NN66HU,52.41965,-1.05738
NN66LH,52.37586,-1.12582
NN67AN,52.34161,-1.07856
NN67PX,52.30008,-1.08159
NN67RE,52.30305,-1.07785
NN67TU,52.34725,-1.13559
NN68AW,52.28889,-0.93430
NN68DB,52.30568,-1.02210
NN68HY,52.32536,-0.94805
NN68PT,52.35182,-1.01300
NN68QE,52.35680,-1.03152
NN69AU,52.30418,-0.89004
NN69BG,52.32560,-0.90903
NN69JF,52.38616,-0.90059
NN69PH,52.34258,-0.81900
NN71AF,52.22655,-0.82230
NN71DT,52.21352,-0.77270
NN71EL,52.20647,-0.73496
NN71JW,52.23727,-0.71287
NN71NB,52.23716,-0.78983
NN72AB,52.18837,-0.82512
NN72HL,52.14613,-0.84894
NN72JH,52.14355,-0.88236
NN72LP,52.15468,-0.90015
NN72NT,52.15770,-0.89055
NN73AT,52.19341,-0.92675
NN73DD,52.17482,-0.93176
NN73EU,52.18483,-0.97640
NN73HS,52.20395,-0.95607
NN73LE,52.22099,-1.03509
NN73PA,52.21097,-1.01026
NN73QG,52.21312,-1.00599
NN74AQ,52.22922,-0.97924
NN74DP,52.24186,-0.98641
NN74EN,52.27436,-0.97276
NN74HX,52.26984,-1.03089
NN74LZ,52.23494,-1.06194
NN74QU,52.22841,-1.08180
NN81LS,52.30025,-0.68561
NN82AX,52.29797,-0.70260
NN82BE,52.29505,-0.71004
NN82DQ,52.29661,-0.68893
NN82LA,52.29788,-0.69539
NN82PS,52.28824,-0.70173
NN83EG,52.29916,-0.72266
NN83HB,52.30138,-0.70305
NN83HD,52.30184,-0.70454
NN83JH,52.30207,-0.71307
NN83QA,52.30599,-0.72186
NN84AB,52.30943,-0.68389
NN84ET,52.30663,-0.69320
NN84NS,52.30889,-0.68451
NN84NT,52.30794,-0.68439
NN84PH,52.30435,-0.69221
NN84RP,52.30853,-0.69594
NN84SD,52.31407,-0.69370
NN85LQ,52.31468,-0.70900
NN95BN,52.33678,-0.72237
NN95JG,52.33963,-0.65486
NN95JT,52.33763,-0.65232
